split,threat_type,event_text
train,rat,njRAT remote access trojan persistence on workstation LAB-PC-89 [ts=2026-08-27T13:04Z source=Remote Agent]
train,rat,Quasar RAT viewing the screen and transferring files from 10.87.54.33 [confidence=high user=srinu]
train,rat,Unauthorized remote control RAT listener on port 5985
train,rat,Remote Access Trojan AsyncRAT / njRAT / Quasar interactive session
train,rat,AsyncRAT remote access trojan opened an unauthorized desktop session on VM-STUDENT-09 [confidence=high proto=FILE]
train,rat,njRAT persistence then Quasar RAT transferred files from 198.51.100.22 [user=demo source=Windows Event Log]
train,rat,Unauthorized remote control RAT listener on port 3389 viewing the screen
train,rat,Remote access trojan family AsyncRAT interactive session on PC-RECEPTION-01 [user=cashier source=Sysmon]
train,rat,Quasar RAT moving files off 10.87.54.196 after an njRAT implant
train,rat,Unauthorized remote control: AsyncRAT viewing the screen on HOSTEL-PC-18 [ts=2026-05-11T14:43Z proto=HTTPS]
train,rat,njRAT remote access trojan persistence then file transfer from 203.0.113.77 [sensor=dns device=LAB-PC-89]
train,rat,Quasar RAT listener on port 445 opened an interactive session [confidence=high device=PC-LIBRARY-03]
train,rat,Remote Access Trojan family AsyncRAT / njRAT on workstation NURSE-STATION-2 [sensor=firewall evt=622008]
train,rat,Remote access trojan AsyncRAT opened unauthorized remote control session [device=DESKTOP-988C9GL confidence=critical]
train,rat,njRAT remote access trojan persistence on workstation PC-RECEPTION-01 [user=nurse device=DESKTOP-988C9GL]
train,rat,Quasar RAT viewing the screen and transferring files from 10.0.0.8 [proto=TCP ts=2026-05-25T15:12Z]
train,rat,Unauthorized remote control RAT listener on port 3389
train,rat,Remote Access Trojan AsyncRAT / njRAT / Quasar interactive session [proto=FILE confidence=high]
train,rat,AsyncRAT remote access trojan opened an unauthorized desktop session on VM-SOC-LAB-11 [confidence=high sensor=sysmon]
train,rat,njRAT persistence then Quasar RAT transferred files from 192.168.0.55
train,rat,Unauthorized remote control RAT listener on port 3389 viewing the screen [source=SIEM user=nurse]
train,rat,Remote access trojan family AsyncRAT interactive session on LAB-PC-15
train,rat,Quasar RAT moving files off 192.168.43.12 after an njRAT implant
train,rat,Unauthorized remote control: AsyncRAT viewing the screen on LAB-PC-31
train,rat,njRAT remote access trojan persistence then file transfer from 10.87.54.109 [source=Remote Agent sensor=dns]
train,rat,Quasar RAT listener on port 993 opened an interactive session
train,rat,Remote Access Trojan family AsyncRAT / njRAT on workstation LAB-PC-43 [sensor=usb user=warden]
train,rat,Remote access trojan AsyncRAT opened unauthorized remote control session [confidence=critical evt=968576]
train,rat,njRAT remote access trojan persistence on workstation LAB-PC-35 [sensor=usb device=LAB-PC-07]
train,rat,Quasar RAT viewing the screen and transferring files from 10.0.0.8 [device=LAB-PC-96 source=Network IDS]
train,rat,Unauthorized remote control RAT listener on port 445
train,rat,Remote Access Trojan AsyncRAT / njRAT / Quasar interactive session [sensor=mail proto=FILE]
train,rat,AsyncRAT remote access trojan opened an unauthorized desktop session on DESKTOP-SBJAOKO
train,rat,njRAT persistence then Quasar RAT transferred files from 10.87.54.9 [sensor=edr source=USB]
train,rat,Unauthorized remote control RAT listener on port 22 viewing the screen [proto=TCP ts=2026-02-20T12:41Z]
train,rat,Remote access trojan family AsyncRAT interactive session on VM-STUDENT-09 [source=Firewall evt=134536]
train,rat,Quasar RAT moving files off 10.0.0.8 after an njRAT implant
train,rat,Unauthorized remote control: AsyncRAT viewing the screen on LAB-PC-07 [confidence=high sensor=proxy]
train,rat,njRAT remote access trojan persistence then file transfer from 10.87.54.218 [ts=2026-07-16T10:34Z device=LAB-PC-07]
train,rat,Quasar RAT listener on port 3389 opened an interactive session
train,rat,Remote Access Trojan family AsyncRAT / njRAT on workstation PC-RECEPTION-01 [evt=918674 sensor=sysmon]
train,rat,Remote access trojan AsyncRAT opened unauthorized remote control session [proto=RDP ts=2026-01-25T21:11Z]
train,rat,njRAT remote access trojan persistence on workstation WS-ACCOUNTS-04 [user=registrar device=LAB-PC-98]
train,rat,Quasar RAT viewing the screen and transferring files from 172.16.8.90 [source=USB ts=2026-06-25T22:31Z]
train,rat,Unauthorized remote control RAT listener on port 5985 [proto=FILE confidence=high]
train,rat,Remote Access Trojan AsyncRAT / njRAT / Quasar interactive session
train,rat,AsyncRAT remote access trojan opened an unauthorized desktop session on PC-LAB-NET-14 [source=Network IDS proto=UDP]
train,rat,njRAT persistence then Quasar RAT transferred files from 10.87.54.124 [evt=209521 confidence=high]
train,rat,Unauthorized remote control RAT listener on port 445 viewing the screen
train,rat,Remote access trojan family AsyncRAT interactive session on SRV-AD-01
train,rat,Quasar RAT moving files off 192.168.43.12 after an njRAT implant [sensor=ids evt=240681]
train,rat,Unauthorized remote control: AsyncRAT viewing the screen on VM-PROJECT-03 [ts=2026-01-25T16:15Z device=NURSE-STATION-2]
train,rat,njRAT remote access trojan persistence then file transfer from 8.8.8.8 [device=LAB-PC-23 evt=383106]
train,rat,Quasar RAT listener on port 445 opened an interactive session [confidence=high sensor=sysmon]
train,rat,Remote Access Trojan family AsyncRAT / njRAT on workstation LAB-PC-61
train,rat,Remote access trojan AsyncRAT opened unauthorized remote control session [device=DESKTOP-988C9GL source=Network IDS]
train,rat,njRAT remote access trojan persistence on workstation LAB-PC-57
train,rat,Quasar RAT viewing the screen and transferring files from 10.87.54.161 [proto=HTTPS user=faculty]
train,rat,Unauthorized remote control RAT listener on port 22
train,rat,Remote Access Trojan AsyncRAT / njRAT / Quasar interactive session [confidence=critical source=DNS]
train,rat,AsyncRAT remote access trojan opened an unauthorized desktop session on LAB-PC-07 [proto=FILE source=Firewall]
train,rat,njRAT persistence then Quasar RAT transferred files from 10.87.54.73 [user=labtech confidence=medium]
train,rat,Unauthorized remote control RAT listener on port 8080 viewing the screen [ts=2026-08-24T14:12Z proto=UDP]
train,rat,Remote access trojan family AsyncRAT interactive session on MAIL-GW-1 [proto=SMTP evt=908882]
train,rat,Quasar RAT moving files off 10.87.54.41 after an njRAT implant [evt=581380 ts=2026-03-16T06:41Z]
train,rat,Unauthorized remote control: AsyncRAT viewing the screen on PC-LAB-NET-14 [evt=335924 sensor=firewall]
train,rat,njRAT remote access trojan persistence then file transfer from 172.16.8.90
train,rat,Quasar RAT listener on port 22 opened an interactive session [proto=FILE user=principal]
train,rat,Remote Access Trojan family AsyncRAT / njRAT on workstation DESKTOP-SBJAOKO [device=LAB-PC-62 ts=2026-02-19T07:19Z]
train,rat,Remote access trojan AsyncRAT opened unauthorized remote control session [ts=2026-07-18T18:28Z confidence=critical]
train,rat,njRAT remote access trojan persistence on workstation LAB-PC-62 [confidence=critical evt=510757]
train,rat,Quasar RAT viewing the screen and transferring files from 10.87.54.218 [confidence=high ts=2026-07-19T01:56Z]
train,rat,Unauthorized remote control RAT listener on port 445 [sensor=ids user=akash]
train,rat,Remote Access Trojan AsyncRAT / njRAT / Quasar interactive session
train,rat,AsyncRAT remote access trojan opened an unauthorized desktop session on LAB-PC-42
train,rat,njRAT persistence then Quasar RAT transferred files from 10.87.54.198
train,rat,Unauthorized remote control RAT listener on port 4444 viewing the screen
train,rat,Remote access trojan family AsyncRAT interactive session on VM-PROJECT-03 [user=labtech source=Proxy]
train,rat,Quasar RAT moving files off 10.87.54.31 after an njRAT implant [confidence=medium proto=HTTPS]
train,rat,Unauthorized remote control: AsyncRAT viewing the screen on WS-FINANCE-12 [confidence=high sensor=ids]
train,rat,njRAT remote access trojan persistence then file transfer from 198.51.100.22 [confidence=medium ts=2026-06-11T21:38Z]
train,rat,Quasar RAT listener on port 23 opened an interactive session [proto=RDP evt=113475]
train,rat,Remote Access Trojan family AsyncRAT / njRAT on workstation LAB-PC-90 [proto=HTTPS user=demo]
train,rat,Remote access trojan AsyncRAT opened unauthorized remote control session
train,rat,njRAT remote access trojan persistence on workstation LAPTOP-HOD-CSE [proto=HTTPS ts=2026-02-10T07:40Z]
test,rat,AsyncRAT remote access trojan took the desktop session on DESKTOP-988C9GL [user=demo source=USB]
test,rat,Quasar RAT listener on port 5555 moving files off 192.168.0.55
test,rat,AsyncRAT remote access trojan took the desktop session on SRV-AD-01
test,rat,Quasar RAT listener on port 5985 moving files off 10.87.54.218 [user=admin ts=2026-01-10T05:18Z]
test,rat,AsyncRAT remote access trojan took the desktop session on LAPTOP-HR04 [source=USB proto=TCP]
test,rat,Quasar RAT listener on port 4444 moving files off 203.0.113.77
test,rat,AsyncRAT remote access trojan took the desktop session on LAB-PC-61 [confidence=high device=WS-FINANCE-12]
test,rat,Quasar RAT listener on port 445 moving files off 10.10.10.44 [sensor=edr source=Sysmon]
test,rat,AsyncRAT remote access trojan took the desktop session on NURSE-STATION-2 [confidence=medium evt=607680]
test,rat,Quasar RAT listener on port 23 moving files off 10.87.54.66 [source=Proxy ts=2026-05-26T22:10Z]
train,downloader,Downloader Guloader stage-2 payload download sha256:6cba3517bdc34f01e49651e627600ef4c4e0f24747ef9115d846e2f68ba921d5 [ts=2026-07-19T00:57Z confidence=medium]
train,downloader,SmokeLoader dropper downloaded secondary malware executable kv_receipt.pdf.scr [ts=2026-08-13T09:22Z sensor=ids]
train,downloader,Certutil -urlcache downloader fetched stage-2 payload from 8.8.8.8
train,downloader,Bitsadmin /transfer living-off-the-land downloader on DESKTOP-SBJAOKO
train,downloader,Dropper unpacked secondary malware after phishing document invoice.pdf.exe [device=MAIL-GW-1 user=hr]
train,downloader,Guloader downloader used certutil -urlcache to fetch stage-2 from 10.87.54.218
train,downloader,SmokeLoader dropper on LAB-PC-70 unpacked secondary malware executable report.xlsm [source=Laptop File Guard confidence=medium]
train,downloader,Bitsadmin /transfer living-off-the-land downloader pulled sha256:ac1fb4d4b880d5fae5f8d087f17d7a55dc21429ba360d0eb1bc5c34529d1cf9d [proto=SMB source=Remote Agent]
train,downloader,Stage-2 payload downloader Guloader after a phishing document winlogon.dll.bak [proto=RDP sensor=sysmon]
train,downloader,Dropper family SmokeLoader fetched another executable from 10.87.54.25
train,downloader,Certutil -urlcache downloader Guloader fetched stage-2 payload setup.exe [sensor=agent confidence=critical]
train,downloader,Bitsadmin living-off-the-land downloader on PC-RECEPTION-01 pulled sha256:c0029bd33035adcc62424c6002d549b0365449f2efcd8654731845c1df5742f1 [user=admin source=USB]
train,downloader,SmokeLoader dropper downloaded secondary malware after report.xlsm [ts=2026-02-12T19:53Z evt=283416]
train,downloader,Stage-2 payload dropper Guloader from 10.87.54.150 unpacked on MAIL-GW-1 [ts=2026-01-13T11:56Z source=DNS]
train,downloader,Downloader Guloader stage-2 payload download sha256:7ab7e148caa79d3859a6fce3de4b929bfe3a1dab6697b358b515ea2a68c9a4aa [user=librarian sensor=ids]
train,downloader,SmokeLoader dropper downloaded secondary malware executable usb_autorun.inf [evt=407014 source=Endpoint]
train,downloader,Certutil -urlcache downloader fetched stage-2 payload from 172.16.8.90
train,downloader,Bitsadmin /transfer living-off-the-land downloader on LAB-PC-07 [device=PC-RECEPTION-01 user=srinu]
train,downloader,Dropper unpacked secondary malware after phishing document usb_autorun.inf
train,downloader,Guloader downloader used certutil -urlcache to fetch stage-2 from 198.51.100.22 [user=akash source=Laptop Mail Guard]
train,downloader,SmokeLoader dropper on VM-PROJECT-03 unpacked secondary malware executable report.xlsm [proto=FILE device=PC-LIBRARY-03]
train,downloader,Bitsadmin /transfer living-off-the-land downloader pulled sha256:49d5b728c0f511a2b5269e893c5749290fdef811038ff113a48b61de405f6fa8 [sensor=agent ts=2026-05-13T23:54Z]
train,downloader,Stage-2 payload downloader Guloader after a phishing document payroll-2026.xls.exe
train,downloader,Dropper family SmokeLoader fetched another executable from 172.16.8.90 [user=nurse confidence=high]
train,downloader,Certutil -urlcache downloader Guloader fetched stage-2 payload usb_autorun.inf
train,downloader,Bitsadmin living-off-the-land downloader on SRV-AD-01 pulled sha256:e04a4b4b9b0e29d7273751daedd83d36e6ed7b76115b39dc8303db06e1bf6437 [sensor=agent ts=2026-02-23T17:14Z]
train,downloader,SmokeLoader dropper downloaded secondary malware after benefits-form.pdf.js [proto=SMTP evt=544780]
train,downloader,Stage-2 payload dropper Guloader from 10.87.54.200 unpacked on LAB-PC-49 [user=demo confidence=critical]
train,downloader,Downloader Guloader stage-2 payload download sha256:1b292002d635b1eb058e5b5f18eec7c983acbb56b5e3fbb4927aaade955c56ff [evt=187712 confidence=high]
train,downloader,SmokeLoader dropper downloaded secondary malware executable photo.jpg.scr [proto=SMB evt=557216]
train,downloader,Certutil -urlcache downloader fetched stage-2 payload from 192.168.0.55 [sensor=edr confidence=high]
train,downloader,Bitsadmin /transfer living-off-the-land downloader on LAPTOP-HOD-CSE
train,downloader,Dropper unpacked secondary malware after phishing document winlogon.dll.bak [user=helpdesk sensor=sysmon]
train,downloader,Guloader downloader used certutil -urlcache to fetch stage-2 from 172.16.8.90 [ts=2026-08-21T00:33Z user=admin]
train,downloader,SmokeLoader dropper on VM-STUDENT-09 unpacked secondary malware executable ticket.pdf.bat [user=hr confidence=medium]
train,downloader,Bitsadmin /transfer living-off-the-land downloader pulled sha256:268e4a61eb75a9aaa028e7bd7d0e67d69db0694a4a7602eec00bf50566dda8b9
train,downloader,Stage-2 payload downloader Guloader after a phishing document kv_receipt.pdf.scr [sensor=ids ts=2026-06-16T00:01Z]
train,downloader,Dropper family SmokeLoader fetched another executable from 10.87.54.48
train,downloader,Certutil -urlcache downloader Guloader fetched stage-2 payload photo.jpg.scr [ts=2026-07-20T05:45Z source=Network IDS]
train,downloader,Bitsadmin living-off-the-land downloader on NURSE-STATION-2 pulled sha256:eda7e556a90287b6ec166f84a35f37feb37a4bf57e4434c0ca9738db13e9ac60 [user=warden ts=2026-01-21T23:00Z]
train,downloader,SmokeLoader dropper downloaded secondary malware after benefits-form.pdf.js [sensor=ids proto=TCP]
train,downloader,Stage-2 payload dropper Guloader from 10.87.54.248 unpacked on LAB-PC-56 [confidence=high device=NURSE-STATION-2]
train,downloader,Downloader Guloader stage-2 payload download sha256:3d6ab4a52e151573d0f45890e19d92812da261695ef2b7f7994de9dbd40fabe5
train,downloader,SmokeLoader dropper downloaded secondary malware executable report.xlsm [device=MAIL-GW-1 proto=UDP]
train,downloader,Certutil -urlcache downloader fetched stage-2 payload from 10.87.54.9 [sensor=agent device=LAB-PC-84]
train,downloader,Bitsadmin /transfer living-off-the-land downloader on DESKTOP-SBJAOKO [evt=134729 user=faculty]
train,downloader,Dropper unpacked secondary malware after phishing document ticket.pdf.bat
train,downloader,Guloader downloader used certutil -urlcache to fetch stage-2 from 172.20.10.5 [ts=2026-03-21T07:34Z source=Endpoint]
train,downloader,SmokeLoader dropper on LAPTOP-HOD-CSE unpacked secondary malware executable benefits-form.pdf.js [device=WS-ACCOUNTS-04 source=Network IDS]
train,downloader,Bitsadmin /transfer living-off-the-land downloader pulled sha256:943643eeadfdb30878d8521b01e8e78787955b8268dd4de5dd080423dec5dc8b [ts=2026-03-14T15:23Z sensor=usb]
train,downloader,Stage-2 payload downloader Guloader after a phishing document ticket.pdf.bat
train,downloader,Dropper family SmokeLoader fetched another executable from 10.10.10.44 [user=cashier proto=RDP]
train,downloader,Certutil -urlcache downloader Guloader fetched stage-2 payload virus.exe [sensor=mail evt=343866]
train,downloader,Bitsadmin living-off-the-land downloader on PC-RECEPTION-01 pulled sha256:98d470ce674f5f12c216a6436a3332176f534e4d67f63bcbb4ab06615d7497dd
train,downloader,SmokeLoader dropper downloaded secondary malware after decrypt_instructions.html
train,downloader,Stage-2 payload dropper Guloader from 10.87.54.9 unpacked on LAB-PC-21
train,downloader,Downloader Guloader stage-2 payload download sha256:be62b7d0318304d8f4a0e0b9c37df42970cb6dc610789650f0a5d0c6953dc59b [source=Proxy evt=307127]
train,downloader,SmokeLoader dropper downloaded secondary malware executable usb_autorun.inf [evt=719625 proto=HTTPS]
train,downloader,Certutil -urlcache downloader fetched stage-2 payload from 192.168.43.12 [user=faculty source=Sysmon]
train,downloader,Bitsadmin /transfer living-off-the-land downloader on PC-LIBRARY-03 [ts=2026-05-20T17:44Z user=finance]
train,downloader,Dropper unpacked secondary malware after phishing document update.msi [sensor=dns user=faculty]
train,downloader,Guloader downloader used certutil -urlcache to fetch stage-2 from 10.87.54.59 [proto=FILE user=finance]
train,downloader,SmokeLoader dropper on SRV-AD-01 unpacked secondary malware executable ticket.pdf.bat [sensor=sysmon proto=HTTPS]
train,downloader,Bitsadmin /transfer living-off-the-land downloader pulled sha256:24babb67729e015c07b62f0f5cc4fcb1bacd22d36681998923e405e6809b4658 [evt=452635 user=hr]
train,downloader,Stage-2 payload downloader Guloader after a phishing document report.xlsm [source=Sysmon ts=2026-04-14T19:39Z]
train,downloader,Dropper family SmokeLoader fetched another executable from 192.168.0.55
train,downloader,Certutil -urlcache downloader Guloader fetched stage-2 payload report.xlsm [source=Laptop Mail Guard proto=RDP]
train,downloader,Bitsadmin living-off-the-land downloader on SRV-AD-01 pulled sha256:a05613a1207525f72b0c424f37f58c91261c753d5bb772ccc919a4477ef9bf7e [ts=2026-07-24T12:09Z user=demo]
train,downloader,SmokeLoader dropper downloaded secondary malware after invoice.pdf.exe [ts=2026-08-20T02:42Z user=hr]
train,downloader,Stage-2 payload dropper Guloader from 10.87.54.200 unpacked on LAB-PC-39 [ts=2026-03-20T02:48Z evt=833996]
train,downloader,Downloader Guloader stage-2 payload download sha256:26b97a29df19b691d21dc692e2a0c3867ae250e896b230dbb8318a7a7d8a8bca
train,downloader,SmokeLoader dropper downloaded secondary malware executable decrypt_instructions.html [sensor=mail user=admin]
train,downloader,Certutil -urlcache downloader fetched stage-2 payload from 172.20.10.5
train,downloader,Bitsadmin /transfer living-off-the-land downloader on KIOSK-FRONT-2 [evt=602957 proto=RDP]
train,downloader,Dropper unpacked secondary malware after phishing document winlogon.dll.bak [proto=HTTPS device=KIOSK-FRONT-2]
train,downloader,Guloader downloader used certutil -urlcache to fetch stage-2 from 10.87.54.84
train,downloader,SmokeLoader dropper on LAB-PC-59 unpacked secondary malware executable resume.docx.exe
train,downloader,Bitsadmin /transfer living-off-the-land downloader pulled sha256:a1ee2ddfebce4a96fbd76d8099251955a2ff485cca4ea98537f533d5b4f2a045 [evt=241209 ts=2026-08-10T06:43Z]
train,downloader,Stage-2 payload downloader Guloader after a phishing document invoice.pdf.exe [user=akash evt=280693]
train,downloader,Dropper family SmokeLoader fetched another executable from 10.87.54.200 [ts=2026-02-15T15:18Z proto=HTTPS]
train,downloader,Certutil -urlcache downloader Guloader fetched stage-2 payload update.msi
train,downloader,Bitsadmin living-off-the-land downloader on PC-RECEPTION-01 pulled sha256:a4c038429dd65e7155fac475cd4d502fb66e99fac9ec266ac8635500e9ee14de [device=PC-RECEPTION-01 proto=TCP]
train,downloader,SmokeLoader dropper downloaded secondary malware after resume.docx.exe [proto=RDP device=LAB-PC-48]
train,downloader,Stage-2 payload dropper Guloader from 8.8.8.8 unpacked on LAB-PC-69 [sensor=mail evt=616538]
train,downloader,Downloader Guloader stage-2 payload download sha256:213bafee3b13aecb703a2f46a412ec6a930d83bdc98acf272367ae81a9407802 [source=Laptop File Guard device=NURSE-STATION-2]
train,downloader,SmokeLoader dropper downloaded secondary malware executable photo.jpg.scr
train,downloader,Certutil -urlcache downloader fetched stage-2 payload from 10.87.54.174 [ts=2026-04-18T21:18Z proto=TCP]
train,downloader,Bitsadmin /transfer living-off-the-land downloader on LAPTOP-HR04 [sensor=firewall confidence=medium]
train,downloader,Dropper unpacked secondary malware after phishing document readme_for_decrypt.txt [confidence=medium ts=2026-06-27T05:31Z]
train,downloader,Guloader downloader used certutil -urlcache to fetch stage-2 from 10.87.54.31 [ts=2026-03-10T19:48Z confidence=high]
train,downloader,SmokeLoader dropper on VM-STUDENT-09 unpacked secondary malware executable report.xlsm [evt=102850 confidence=critical]
train,downloader,Bitsadmin /transfer living-off-the-land downloader pulled sha256:34ff845739c161a1d087d15221b91f1b7fba2daf6c44912b60ed88c2aa23958f
train,downloader,Stage-2 payload downloader Guloader after a phishing document salary-review.doc.exe
train,downloader,Dropper family SmokeLoader fetched another executable from 10.87.54.124
train,downloader,Certutil -urlcache downloader Guloader fetched stage-2 payload virus.exe
train,downloader,Bitsadmin living-off-the-land downloader on LAB-PC-16 pulled sha256:50498dd279a643c89f1f225320c877c7cd3ac00e9edfd7e97ff505c602a2fcee [user=faculty ts=2026-07-14T18:08Z]
train,downloader,SmokeLoader dropper downloaded secondary malware after usb_autorun.inf
train,downloader,Stage-2 payload dropper Guloader from 10.87.54.200 unpacked on WS-EXAM-CELL [proto=SMTP evt=936986]
train,downloader,Downloader Guloader stage-2 payload download sha256:2ead76112e1cefd949edf944cf498ca2e75a3bd12e19d78589ca41250acf6eea
train,downloader,SmokeLoader dropper downloaded secondary malware executable readme_for_decrypt.txt [sensor=edr ts=2026-03-15T07:55Z]
test,downloader,Guloader downloader pulled a stage-2 payload with sha256:16543d42e0ac9c50ebc1edcce9b7337cd41ab59ce2d9f3cb31473edff28b6c49
test,downloader,SmokeLoader dropper on MAIL-GW-1 fetched another executable from 10.87.54.31 [ts=2026-05-15T17:07Z sensor=edr]
test,downloader,Guloader downloader pulled a stage-2 payload with sha256:369f10606cf158f30333aeec7661f22e5951959aef95e880599bf292c5536f4e [user=labtech evt=390487]
test,downloader,SmokeLoader dropper on WS-EXAM-CELL fetched another executable from 10.87.54.98 [ts=2026-01-25T03:57Z source=Sysmon]
test,downloader,Guloader downloader pulled a stage-2 payload with sha256:32a68b1f5a520d92084f345ab4e7575fbe0cd3b04ff6ebd465f60572f95d408d [source=Network IDS evt=189401]
test,downloader,SmokeLoader dropper on DESKTOP-SBJAOKO fetched another executable from 10.87.54.218 [device=VM-SOC-LAB-11 confidence=high]
test,downloader,Guloader downloader pulled a stage-2 payload with sha256:fcba259bd35473622e6abedcbd60b76b21da0c688f3e88a297551e907d64a040
test,downloader,SmokeLoader dropper on WS-FINANCE-12 fetched another executable from 10.87.54.154
test,downloader,Guloader downloader pulled a stage-2 payload with sha256:f6e45bbae2039bd7a36985a5f1a257f3fd7f05c422afd6cecf8e09458e8402d7 [source=Email confidence=medium]
test,downloader,SmokeLoader dropper on LAB-PC-07 fetched another executable from 10.87.54.235 [ts=2026-01-21T19:50Z source=Email]
train,backdoor,Backdoor Cobalt Strike beacon sha256:6b59cf0f92ce587eeb004910a78957eab860c0a11fdc6681643a127d4e8306c3 [proto=TCP evt=294121]
train,backdoor,China Chopper webshell backdoor planted on IIS server VM-STUDENT-09 [ts=2026-04-23T08:20Z source=Network IDS]
train,backdoor,Persistent backdoor beacon calling C2 every 13 seconds from 10.87.54.218 [user=librarian device=WS-EXAM-CELL]
train,backdoor,Cobalt Strike backdoor and webshell on the web root
train,backdoor,Covert long-term access backdoor remaining after cleanup [confidence=medium user=hr]
train,backdoor,Cobalt Strike beacon backdoor on LAB-PC-64 calling C2 every 17 seconds [device=PC-LIBRARY-03 ts=2026-01-17T22:31Z]
train,backdoor,China Chopper webshell backdoor planted in the IIS web root [confidence=medium proto=TCP]
train,backdoor,Persistent covert long-term access backdoor remaining after cleanup on 192.168.1.24
train,backdoor,Backdoor family Cobalt Strike hashed sha256:f5241cf10d8b57665a3ca32af07265ae878f277dea0f4168970dc28d58e7d51d plus a webshell
train,backdoor,IIS server HOSTEL-PC-18 accepted China Chopper backdoor commands without login [evt=608225 proto=FILE]
train,backdoor,Persistent Cobalt Strike beacon backdoor calling C2 from 8.8.8.8 every 12 seconds [confidence=medium evt=248531]
train,backdoor,China Chopper webshell backdoor planted on the IIS web root of LAB-PC-69 [sensor=usb source=Firewall]
train,backdoor,"Covert long-term access backdoor remaining after cleanup, sha256:c1b3dfbee9f602339d24c90d6f8b855b6d6026a616ec52ae9a3ede035afc2f48"
train,backdoor,Cobalt Strike backdoor plus webshell on DESKTOP-SBJAOKO accepted commands without login [confidence=critical sensor=agent]
train,backdoor,Backdoor Cobalt Strike beacon sha256:1914acd120e254c63b9f5a1523d075100ffde149d23719d1fefc16dc078701f3 [source=EDR user=labtech]
train,backdoor,China Chopper webshell backdoor planted on IIS server LAB-PC-13
train,backdoor,Persistent backdoor beacon calling C2 every 22 seconds from 10.87.54.200 [device=WS-FINANCE-12 user=srinu]
train,backdoor,Cobalt Strike backdoor and webshell on the web root [user=finance ts=2026-03-27T02:07Z]
train,backdoor,Covert long-term access backdoor remaining after cleanup
train,backdoor,Cobalt Strike beacon backdoor on LAPTOP-FACULTY-2 calling C2 every 43 seconds [sensor=usb proto=RDP]
train,backdoor,China Chopper webshell backdoor planted in the IIS web root [evt=630801 confidence=high]
train,backdoor,Persistent covert long-term access backdoor remaining after cleanup on 203.0.113.77 [confidence=medium proto=SMTP]
train,backdoor,Backdoor family Cobalt Strike hashed sha256:33122cef5a6a4ba4773b02a595b3f12492d6b6340e6b0cd3017c266779030ebf plus a webshell
train,backdoor,IIS server MAIL-GW-1 accepted China Chopper backdoor commands without login [confidence=critical sensor=usb]
train,backdoor,Persistent Cobalt Strike beacon backdoor calling C2 from 172.20.10.5 every 10 seconds [sensor=usb proto=FILE]
train,backdoor,China Chopper webshell backdoor planted on the IIS web root of VM-PROJECT-03
train,backdoor,"Covert long-term access backdoor remaining after cleanup, sha256:cbe8de70c82b364629754e3c6a54b31f4d195332b02909a2d32db28f58ff9b85 [proto=SMTP sensor=edr]"
train,backdoor,Cobalt Strike backdoor plus webshell on LAB-PC-92 accepted commands without login [sensor=usb evt=768170]
train,backdoor,Backdoor Cobalt Strike beacon sha256:caaf87263bedd5cc01f1ab12764b2e61dee53ea4259dd1102a0e92397e47156d [confidence=high sensor=siem]
train,backdoor,China Chopper webshell backdoor planted on IIS server VM-STUDENT-09
train,backdoor,Persistent backdoor beacon calling C2 every 25 seconds from 192.168.43.12 [sensor=ids user=warden]
train,backdoor,Cobalt Strike backdoor and webshell on the web root [ts=2026-02-15T21:17Z source=Firewall]
train,backdoor,Covert long-term access backdoor remaining after cleanup [user=helpdesk ts=2026-02-28T06:45Z]
train,backdoor,Cobalt Strike beacon backdoor on SRV-AD-01 calling C2 every 9 seconds [sensor=ids source=Proxy]
train,backdoor,China Chopper webshell backdoor planted in the IIS web root [confidence=high ts=2026-05-28T07:07Z]
train,backdoor,Persistent covert long-term access backdoor remaining after cleanup on 198.51.100.22
train,backdoor,Backdoor family Cobalt Strike hashed sha256:8a07830fda19c04a532a26afe72883bdd5e03e128f23b9d9e87c96138eb80d38 plus a webshell [device=WS-ACCOUNTS-04 confidence=critical]
train,backdoor,IIS server LAB-PC-52 accepted China Chopper backdoor commands without login [source=Auth confidence=high]
train,backdoor,Persistent Cobalt Strike beacon backdoor calling C2 from 8.8.8.8 every 36 seconds
train,backdoor,China Chopper webshell backdoor planted on the IIS web root of NURSE-STATION-2 [device=WS-FINANCE-12 ts=2026-03-11T00:13Z]
train,backdoor,"Covert long-term access backdoor remaining after cleanup, sha256:f18e215b20220a24cc005b0ca5dcb11ae1d6ff0c03753f5458272c70e35d6a75 [source=USB user=faculty]"
train,backdoor,Cobalt Strike backdoor plus webshell on LAPTOP-HOD-CSE accepted commands without login [user=labtech evt=285513]
train,backdoor,Backdoor Cobalt Strike beacon sha256:7fef41b8dcb2df3e910f7b4ea6a7fdf3ecae20fc5bc1c235f887605ae603acbc [evt=152113 proto=TCP]
train,backdoor,China Chopper webshell backdoor planted on IIS server HOSTEL-PC-18
train,backdoor,Persistent backdoor beacon calling C2 every 39 seconds from 10.87.54.9 [source=USB proto=FILE]
train,backdoor,Cobalt Strike backdoor and webshell on the web root [evt=524099 confidence=medium]
train,backdoor,Covert long-term access backdoor remaining after cleanup [device=WS-ACCOUNTS-04 source=Firewall]
train,backdoor,Cobalt Strike beacon backdoor on LAPTOP-HR04 calling C2 every 29 seconds [sensor=agent device=LAPTOP-HR04]
